"industry_code","industry_description","energy_tech_category","energy_tech_subcategory"
"335313","Switchgear and Switchboard Apparatus Manufacturing","Data center","supply chain"
"335313","Switchgear and Switchboard Apparatus Manufacturing","Grid hardware","supply chain"
"335314","Relay and Industrial Control Manufacturing","Data center","supply chain"
"335314","Relay and Industrial Control Manufacturing","Grid hardware","supply chain"
"335910","Battery Manufacturing","Battery and energy storage","supply chain"
"335910","Battery Manufacturing","Data center","supply chain"
"335910","Battery Manufacturing","Grid hardware","supply chain"
"335921","Fiber Optic Cable Manufacturing","Quantum computing infrastructure","supply chain"
"335921","Fiber Optic Cable Manufacturing","Wind","supply chain"
"335929","Other Communication and Energy Wire Manufacturing","Grid hardware","supply chain"
"335929","Other Communication and Energy Wire Manufacturing","Nuclear fusion","supply chain"
"335929","Other Communication and Energy Wire Manufacturing","Solar photovoltaic","supply chain"
"335929","Other Communication and Energy Wire Manufacturing","Wind","supply chain"
"335931","Current-Carrying Wiring Device Manufacturing","Data center","supply chain"
"335931","Current-Carrying Wiring Device Manufacturing","Electric mobility","supply chain"
"335931","Current-Carrying Wiring Device Manufacturing","Grid hardware","supply chain"
"335931","Current-Carrying Wiring Device Manufacturing","Semiconductor supply chain","supply chain"
"335931","Current-Carrying Wiring Device Manufacturing","Solar photovoltaic","supply chain"
"335932","Noncurrent-Carrying Wiring Device Manufacturing","Electric mobility","supply chain"
"335932","Noncurrent-Carrying Wiring Device Manufacturing","Solar photovoltaic","supply chain"
"335991","Carbon and Graphite Product Manufacturing","Critical minerals processing and refining","supply chain"
"335991","Carbon and Graphite Product Manufacturing","Nuclear fission","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Aluminum","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Battery and energy storage","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Building electrification and energy efficiency","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Cement","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Critical minerals processing and refining","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Data center","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Electric mobility","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Engineered carbon management","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Grid hardware","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Hydrogen production","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Hydrogen transport, storage and distribution","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Industrial chemicals and bioplastics","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Nuclear fusion","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Quantum computing infrastructure","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Semiconductor supply chain","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Solar photovoltaic","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Steel","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Synthetic ammonia and methanol","supply chain"
"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","Wind","supply chain"
"336110","Automobile and Light Duty Motor Vehicle Manufacturing","Electric mobility","supply chain"
"336120","Heavy Duty Truck Manufacturing","Electric mobility","supply chain"
"336320","Motor Vehicle Electrical and Electronic Equipment Manufacturing","Electric mobility","supply chain"
"336350","Motor Vehicle Transmission and Power Train Parts Manufacturing","Electric mobility","supply chain"
"336370","Motor Vehicle Metal Stamping","Electric mobility","supply chain"
"336390","Other Motor Vehicle Parts Manufacturing","Electric mobility","supply chain"
"336411","Aircraft Manufacturing","Electric mobility","supply chain"
"336611","Ship Building and Repairing","Electric mobility","supply chain"
"336991","Motorcycle, Bicycle, and Parts Manufacturing","Electric mobility","supply chain"
"423730","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","Building HVAC","supply chain"
"423930","Recyclable Material Merchant Wholesalers","Critical minerals processing and refining","supply chain"
"423930","Recyclable Material Merchant Wholesalers","Grid hardware","supply chain"
"423930","Recyclable Material Merchant Wholesalers","Other industrial decarbonization","supply chain"
"423930","Recyclable Material Merchant Wholesalers","Solar photovoltaic","supply chain"
"423930","Recyclable Material Merchant Wholesalers","Wind","supply chain"
"441110","New Car Dealers","Electric mobility","supply chain"
"441120","Used Car Dealers","Electric mobility","supply chain"
"441227","Motorcycle, ATV, and All Other Motor Vehicle Dealers","Electric mobility","supply chain"
"485310","Taxi and Ridesharing Services","Electric mobility","supply chain"
"486990","All Other Pipeline Transportation","Engineered carbon management","deployment"
"486990","All Other Pipeline Transportation","Engineered carbon management","supply chain"
"486990","All Other Pipeline Transportation","Hydrogen transport, storage and distribution","supply chain"
"488999","All Other Support Activities for Transportation","Electric mobility","supply chain"
"493190","Other Warehousing and Storage","Hydrogen transport, storage and distribution","supply chain"
"518210","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services","Data center","deployment"
"532111","Passenger Car Rental","Electric mobility","supply chain"
"532284","Recreational Goods Rental","Electric mobility","supply chain"
"541330","Engineering Services","Battery and energy storage","supply chain"
"541330","Engineering Services","Building envelope","supply chain"
"541330","Engineering Services","Data center","supply chain"
"541330","Engineering Services","Electric mobility","supply chain"
"541330","Engineering Services","Engineered carbon management","supply chain"
"541330","Engineering Services","Geothermal","supply chain"
"541330","Engineering Services","Grid hardware","supply chain"
"541330","Engineering Services","Hydropower","supply chain"
"541330","Engineering Services","Nuclear fission","supply chain"
"541330","Engineering Services","Other industrial decarbonization","supply chain"
"541330","Engineering Services","Solar photovoltaic","supply chain"
"541330","Engineering Services","Water and wastewater infrastructure","supply chain"
"541330","Engineering Services","Wind","supply chain"
"541360","Geophysical Surveying and Mapping Services","Hydrogen production","supply chain"
"541380","Testing Laboratories and Services","Geothermal","supply chain"
"541380","Testing Laboratories and Services","Other industrial decarbonization","supply chain"
"541614","Process, Physical Distribution, and Logistics Consulting Services","Electric mobility","supply chain"
"541620","Environmental Consulting Services","Climate monitoring and verification hardware","supply chain"
"541620","Environmental Consulting Services","Geothermal","supply chain"
"541620","Environmental Consulting Services","Grid hardware","supply chain"
"541620","Environmental Consulting Services","Other industrial decarbonization","supply chain"
"541690","Other Scientific and Technical Consulting Services","Climate monitoring and verification hardware","supply chain"
"541690","Other Scientific and Technical Consulting Services","Other industrial decarbonization","supply chain"
"541713","Research and Development in Nanotechnology","Critical minerals processing and refining","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Battery and energy storage","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Cement","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Climate monitoring and verification hardware","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Electric mobility","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Engineered carbon management","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Geothermal","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Industrial chemicals and bioplastics","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Marine and tidal","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Nuclear fission","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Nuclear fusion","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Quantum computing infrastructure","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Solar thermal","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Steel","supply chain"
"541715","Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","Synthetic ammonia and methanol","supply chain"
"562211","Hazardous Waste Treatment and Disposal","Nuclear fission","supply chain"
"562219","Other Nonhazardous Waste Treatment and Disposal","Synthetic fuels and biofuels","supply chain"
"562920","Materials Recovery Facilities","Battery and energy storage","supply chain"
"562920","Materials Recovery Facilities","Cement","supply chain"
"562920","Materials Recovery Facilities","Chemical recycling","supply chain"
"562920","Materials Recovery Facilities","Critical minerals processing and refining","supply chain"
"562920","Materials Recovery Facilities","Grid hardware","supply chain"
"562920","Materials Recovery Facilities","Other industrial decarbonization","supply chain"
"562920","Materials Recovery Facilities","Solar photovoltaic","supply chain"
"562920","Materials Recovery Facilities","Wind","supply chain"
"562998","All Other Miscellaneous Waste Management Services","Engineered carbon management","deployment"
"811210","Electronic and Precision Equipment Repair and Maintenance","Battery and energy storage","supply chain"
"811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","Nuclear fission","supply chain"
"811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","Solar photovoltaic","supply chain"
"811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","Wind","supply chain"
